Provider ID,Hospital Name,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison
140209,METHODIST MEDICAL CENTER OF ILLINOIS,61636,PEORIA,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,3,2,2,2
140210,HARRISBURG MEDICAL CENTER,62946,SALINE,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,1,2,2,3,1
140211,DELNOR COMMUNITY HOSPITAL,60134,KANE,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,2,3,2,2,2,1
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,60451,WILL,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,3,1,3,2,2,2
140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,60123,KANE,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,1,3,2,1,2,2
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,60068,COOK,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,1,3,3,3,2,3
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,60657,COOK,Acute Care Hospitals,Voluntary non-profit - Church,1,2,3,1,1,2,2,3,2
140228,SWEDISH AMERICAN HOSPITAL,61104,WINNEBAGO,Acute Care Hospitals,Voluntary non-profit - Other,0,4,2,3,2,3,3,3,3
140231,EDWARD HOSPITAL,60540,DUPAGE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,1,2,2,2,3,2
140233,SAINT ANTHONY MEDICAL CENTER,61108,WINNEBAGO,Acute Care Hospitals,Voluntary non-profit - Church,1,3,1,3,2,2,2,2,2
140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,61354,LA SALLE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,2,3,2,3,2
140239,ROCKFORD MEMORIAL HOSPITAL,61103,WINNEBAGO,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,2,1,3,2,3,2
140240,WESTLAKE COMMUNITY HOSPITAL,60160,COOK,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,3,1,2,2,2
140242,CENTRAL DUPAGE HOSPITAL,60190,DUPAGE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,3,3,2,2,3
140250,ADVOCATE SOUTH SUBURBAN HOSPITAL,60429,COOK,Acute Care Hospitals,Voluntary non-profit - Church,0,4,2,3,2,1,3,1,3
140251,COMMUNITY FIRST MEDICAL CENTER,60634,COOK,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,2,3,1,2,2,2
140252,NORTHWEST COMMUNITY HOSPITAL 1,60005,COOK,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,2,3,1,3,3,3
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,60007,COOK,Acute Care Hospitals,Voluntary non-profit - Church,1,4,3,1,3,3,3,2,2
140275,GENESIS HEALTH SYSTEM,61282,ROCK ISLAND,Acute Care Hospitals,Government - Local,1,3,2,1,3,2,3,2,2
140276,LOYOLA UNIVERSITY MEDICAL CENTER,60153,COOK,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,1,2,1,2
140280,TRINITY ROCK ISLAND,61201,ROCK ISLAND,Acute Care Hospitals,Voluntary non-profit - Other,1,2,1,2,2,1,2,3,3
140281,NORTHWESTERN MEMORIAL HOSPITAL,60611,COOK,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,1,1,2,3,1,2
140286,KISHWAUKEE COMMUNITY HOSPITAL,60115,DEKALB,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,2,3,3,2
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,60515,DUPAGE,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,1,3,3,3,2,3
140289,ANDERSON HOSPITAL,62062,MADISON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,1,2,3
140290,ST ALEXIUS MEDICAL CENTER,60194,COOK,Acute Care Hospitals,Voluntary non-profit - Church,1,4,3,3,3,2,3,2,2
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,60010,LAKE,Acute Care Hospitals,Voluntary non-profit - Church,1,5,2,3,3,2,2,2,3
140292,ADVENTIST GLENOAKS,60139,DUPAGE,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,2,1,2,3,2
140294,CROSSROADS COMMUNITY HOSPITAL,62864,JEFFERSON,Acute Care Hospitals,Proprietary,1,3,2,2,2,2,2,3,2
140304,ADVENTIST BOLINGBROOK HOSPITAL,60440,WILL,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,1,3,3,2
150001,JOHNSON MEMORIAL HOSPITAL,46131,JOHNSON,Acute Care Hospitals,Government - Local,1,4,2,2,3,2,2,3,2
150002,METHODIST HOSPITALS INC,46402,LAKE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,3,1,2,2,1,1
150004,FRANCISCAN ST MARGARET HEALTH - HAMMOND,46320,LAKE,Acute Care Hospitals,Voluntary non-profit - Church,1,3,3,2,1,1,1,2,2
150005,HENDRICKS REGIONAL HEALTH,46122,HENDRICKS,Acute Care Hospitals,Government - Local,1,4,2,1,3,3,2,3,1
150006,LA PORTE HOSPITAL,46350,LA PORTE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,3,3,1,2,3,2
150007,COMMUNITY HOWARD REGIONAL HEALTH INC,46902,HOWARD,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,3,2,2
150008,ST CATHERINE HOSPITAL INC,46312,LAKE,Acute Care Hospitals,Voluntary non-profit - Private,1,5,3,3,3,3,2,2,2
150009,CLARK MEMORIAL HOSPITAL,47130,CLARK,Acute Care Hospitals,Voluntary non-profit - Other,1,3,3,1,2,2,2,2,2
150010,ST VINCENT KOKOMO,46904,HOWARD,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,3,3,3,3,3,2
150011,MARION GENERAL HOSPITAL,46952,GRANT,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,2,3,2,2,3,2
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,46545,ST JOSEPH,Acute Care Hospitals,Voluntary non-profit - Private,1,4,1,3,3,1,2,2,3
150015,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY,46360,LA PORTE,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,3,2,1,2,2,2
150017,LUTHERAN HOSPITAL OF INDIANA,46804,ALLEN,Acute Care Hospitals,Proprietary,1,2,1,1,2,1,3,1,2
150018,ELKHART GENERAL HOSPITAL,46514,ELKHART,Acute Care Hospitals,Government - Local,1,4,2,2,3,3,3,2,3
150021,PARKVIEW REGIONAL MEDICAL CENTER,46845,ALLEN,Acute Care Hospitals,Voluntary non-profit - Private,1,4,1,2,3,3,3,2,2
150022,FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE,47933,MONTGOMERY,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,2,2,2,1,3,2
150023,UNION HOSPITAL INC,47804,VIGO,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,3,3,2,2,2,1
150024,ESKENAZI HEALTH,46202,MARION,Acute Care Hospitals,Government - Local,1,3,2,1,2,1,2,1,2
150026,IU HEALTH GOSHEN HOSPITAL,46526,ELKHART,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,2,2,3,3,2,2
150030,HENRY COUNTY MEMORIAL HOSPITAL,47362,HENRY,Acute Care Hospitals,Government - Local,1,4,2,2,3,3,2,3,2
150034,ST MARY MEDICAL CENTER INC,46342,LAKE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,2,1,3,3,1,2
150035,PORTER REGIONAL HOSPITAL,46383,PORTER,Acute Care Hospitals,Proprietary,1,4,3,3,2,1,3,1,2
150037,HANCOCK REGIONAL HOSPITAL,46140,HANCOCK,Acute Care Hospitals,Government - Local,1,3,1,3,2,3,3,2,2
150042,GOOD SAMARITAN HOSPITAL,47591,KNOX,Acute Care Hospitals,Voluntary non-profit - Other,1,3,1,2,2,3,2,3,1
150044,FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,47150,FLOYD,Acute Care Hospitals,Government - Local,1,2,2,1,1,2,2,2,1
150045,DEKALB HEALTH,46706,DE KALB,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,3,3,3,2
150046,TERRE HAUTE REGIONAL HOSPITAL,47802,VIGO,Acute Care Hospitals,Proprietary,1,3,2,3,1,3,3,3,2
150047,ST JOSEPH HOSPITAL,46802,ALLEN,Acute Care Hospitals,Proprietary,1,2,2,2,2,1,3,1,2
150048,REID HEALTH,47374,WAYNE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,3,2,3,2
150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,47403,MONROE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,2,2,2,3
150056,INDIANA UNIVERSITY HEALTH,46202,MARION,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,1,1,2,3
150057,FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE,46158,MORGAN,Acute Care Hospitals,Voluntary non-profit - Church,1,5,2,3,3,3,2,2,2
150058,MEMORIAL HOSPITAL OF SOUTH BEND,46601,ST JOSEPH,Acute Care Hospitals,Voluntary non-profit - Private,1,4,1,3,3,3,3,2,2
150059,RIVERVIEW HEALTH,46060,HAMILTON,Acute Care Hospitals,Government - Local,1,3,2,2,3,3,3,3,2
150061,DAVIESS COMMUNITY HOSPITAL,47501,DAVIESS,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,2,2,2,3,2
150065,SCHNECK MEDICAL CENTER,47274,JACKSON,Acute Care Hospitals,Government - Local,1,5,2,3,3,3,2,3,2
150069,KING'S DAUGHTERS' HEALTH,47250,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,2,3,2,2,2
150072,MEMORIAL HOSPITAL,46947,CASS,Acute Care Hospitals,Government - Local,1,3,2,2,3,2,2,3,2
150074,COMMUNITY HOSPITAL EAST,46219,MARION,Acute Care Hospitals,Voluntary non-profit - Private,1,4,1,3,3,3,2,2,2
150075,BLUFFTON REGIONAL MEDICAL CENTER,46714,WELLS,Acute Care Hospitals,Proprietary,1,3,2,2,1,3,2,3,2
150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,46563,MARSHALL,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,2,3,2,2,3,2
150082,DEACONESS HOSPITAL INC,47747,VANDERBURGH,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,3,1,3,3,3,3
150084,ST VINCENT HOSPITAL & HEALTH SERVICES,46260,MARION,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,2,3,2,2,2,2
150086,DEARBORN COUNTY HOSPITAL,47025,DEARBORN,Acute Care Hospitals,Government - Local,1,3,2,2,1,2,2,3,1
150088,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,46016,MADISON,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,2,2,2,2,3
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,47303,DELAWARE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,1,3,2,2
150090,FRANCISCAN ST MARGARET HEALTH - DYER,46311,LAKE,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,3,1,2,2,2,2
150097,MAJOR HOSPITAL,46176,SHELBY,Acute Care Hospitals,Government - Local,1,4,2,3,3,3,2,3,2
150100,ST MARY'S MEDICAL CENTER,47750,VANDERBURGH,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,3,1,2,3,3
150104,WITHAM HEALTH SERVICES,46052,BOONE,Acute Care Hospitals,Government - Local,1,4,2,2,2,3,2,3,2
150109,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST,47905,TIPPECANOE,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,3,3,3,1,2,2
150112,COLUMBUS REGIONAL HOSPITAL,47201,BARTHOLOMEW,Acute Care Hospitals,Government - Local,1,4,2,3,3,2,1,3,2
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,46011,MADISON,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,2,2,3,2,3,2
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,47546,DUBOIS,Acute Care Hospitals,Voluntary non-profit - Church,1,5,2,2,3,3,2,3,2
150125,COMMUNITY HOSPITAL,46321,LAKE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,3,2,3,1,2,2
150126,FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,46307,LAKE,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,2,2,2,2,2,2
150128,COMMUNITY HOSPITAL SOUTH,46227,MARION,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,3,2,2,3
150133,KOSCIUSKO COMMUNITY HOSPITAL,46580,KOSCIUSKO,Acute Care Hospitals,Proprietary,1,3,2,2,2,2,3,3,2
150150,DUPONT HOSPITAL LLC,46825,ALLEN,Acute Care Hospitals,Proprietary,1,4,2,2,2,2,3,3,2
150157,ST VINCENT CARMEL HOSPITAL INC,46032,HAMILTON,Acute Care Hospitals,Voluntary non-profit - Church,1,5,2,3,3,3,2,2,2
150158,IU HEALTH WEST HOSPITAL,46123,HENDRICKS,Acute Care Hospitals,Proprietary,1,5,3,3,3,3,2,1,3
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,46032,HAMILTON,Acute Care Hospitals,Proprietary,1,4,2,1,3,3,2,2,3
150162,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS,46237,MARION,Acute Care Hospitals,Voluntary non-profit - Church,1,4,3,3,3,3,3,1,2
150169,COMMUNITY HOSPITAL NORTH,46256,MARION,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,2,2
150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,47905,TIPPECANOE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,3,2,3,3,2
151329,MARGARET MARY HEALTH,47006,RIPLEY,Critical Access Hospitals,Voluntary non-profit - Private,1,4,2,2,2,3,2,3,1
160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,51401,CARROLL,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,2,3,3,2,3,2
160016,TRINITY REGIONAL MEDICAL CENTER,50501,WEBSTER,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,3,2,2,3,3
160024,IOWA LUTHERAN HOSPITAL,50316,POLK,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,3,1,2,2
160028,CHI HEALTH MERCY COUNCIL BLUFFS,51503,POTTAWATTAMIE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,2,2,2,3,2
160029,MERCY HOSPITAL,52245,JOHNSON,Acute Care Hospitals,Voluntary non-profit - Church,1,5,3,2,3,3,2,3,2
160030,MARY GREELEY MEDICAL CENTER,50010,STORY,Acute Care Hospitals,Government - Local,1,3,2,1,3,3,2,3,2
160032,SKIFF MEDICAL CENTER,50208,JASPER,Acute Care Hospitals,Government - Local,1,3,1,2,3,2,2,3,2
160033,GENESIS MEDICAL CENTER-DAVENPORT,52803,SCOTT,Acute Care Hospitals,Voluntary non-profit - Other,1,4,3,3,2,1,3,3,3
160045,ST LUKES HOSPITAL,52402,LINN,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,2,3,2,2,2
160047,METHODIST JENNIE EDMUNDSON,51503,POTTAWATTAMIE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,3,2,3,2
160057,GREAT RIVER MEDICAL CENTER,52655,DES MOINES,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,1,2,3,1
160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,52242,JOHNSON,Acute Care Hospitals,Government - State,1,4,2,3,2,2,3,2,3
160064,MERCY MEDICAL CENTER-NORTH IOWA,50401,CERRO GORDO,Acute Care Hospitals,Voluntary non-profit - Church,1,3,1,1,3,2,2,3,2
160067,COVENANT MEDICAL CENTER,50702,BLACK HAWK,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,3,2,1,3,3
160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,52403,LINN,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,3,2,3,3,3,2
160080,MERCY MEDICAL CENTER-CLINTON,52732,CLINTON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,1,2,2,3,2
160082,IOWA METHODIST MEDICAL CENTER,50309,POLK,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,2,3,3,1,2,2
160083,MERCY MEDICAL CENTER-DES MOINES,50314,POLK,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,3,1,1,2,3
160089,OTTUMWA REGIONAL HEALTH CENTER,52501,WAPELLO,Acute Care Hospitals,Proprietary,1,3,2,1,3,1,2,2,1
160110,ALLEN HOSPITAL,50703,BLACK HAWK,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,1,1,2,2,3,2
160117,FINLEY HOSPITAL,52001,DUBUQUE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,3,2,3,2
160122,FORT MADISON COMMUNITY HOSPITAL,52627,LEE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,3,2,3,1
160124,LAKES REGIONAL HEALTHCARE,51360,DICKINSON,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,2,2,3,2,3,1
160146,ST LUKES REGIONAL MEDICAL CENTER,51104,WOODBURY,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,2,1,2,2,2
160153,MERCY MEDICAL CENTER-SIOUX CITY,51101,WOODBURY,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,2,3,1,2,3,2
161367,PELLA REGIONAL HEALTH CENTER,50219,MARION,Critical Access Hospitals,Voluntary non-profit - Other,1,4,2,2,2,3,2,3,1
170006,VIA CHRISTI HOSPITAL PITTSBURG INC,66762,CRAWFORD,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,3,2,2,3,1
170012,SALINA REGIONAL HEALTH CENTER,67401,SALINE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,2,2,2,3,2
170013,HAYS MEDICAL CENTER,67601,ELLIS,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,1,3,3,2,3,1
170014,RANSOM MEMORIAL HOSPITAL,66067,FRANKLIN,Acute Care Hospitals,Government - Local,1,4,2,2,2,3,2,3,2
170016,ST FRANCIS HEALTH CENTER INC,66606,SHAWNEE,Acute Care Hospitals,Voluntary non-profit - Church,1,3,1,1,2,2,2,2,2
170017,SUSAN B ALLEN MEMORIAL HOSPITAL,67042,BUTLER,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,2,2,3,2,3,2
170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,67502,RENO,Acute Care Hospitals,Proprietary,1,2,1,2,3,1,2,2,2
170027,PRATT REGIONAL MEDICAL CENTER,67124,PRATT,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,3,3,1,3,1
170040,UNIVERSITY OF KANSAS HOSPITAL,66103,WYANDOTTE,Acute Care Hospitals,Government - Hospital District or Authority,1,3,3,3,1,3,3,1,2
170049,OLATHE MEDICAL CENTER,66061,JOHNSON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,1,3,2,3,3
170058,MERCY HOSPITAL-FORT SCOTT,66701,BOURBON,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,2,2,3,2,3,2
170068,SOUTHWEST MEDICAL CENTER,67901,SEWARD,Acute Care Hospitals,Government - Local,1,4,2,2,2,2,2,2,2
170074,GEARY COMMUNITY HOSPITAL,66441,GEARY,Acute Care Hospitals,Government - Local,1,3,2,2,2,3,1,2,2
170086,STORMONT VAIL HOSPITAL,66604,SHAWNEE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,3,3,2,3
170094,COFFEY COUNTY HOSPITAL,66839,COFFEY,Acute Care Hospitals,Government - Local,1,4,2,2,2,3,2,3,2
170103,NEWTON MEDICAL CENTER,67114,HARVEY,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,3,1,3,2
170104,SHAWNEE MISSION MEDICAL CENTER,66204,JOHNSON,Acute Care Hospitals,Voluntary non-profit - Church,1,5,2,3,3,3,3,3,2
170109,MIAMI COUNTY MEDICAL CENTER,66071,MIAMI,Acute Care Hospitals,Government - Hospital District or Authority,1,4,2,2,2,3,2,3,2
170120,LABETTE HEALTH,67357,LABETTE,Acute Care Hospitals,Government - Local,1,4,2,2,3,3,1,3,1
170122,"VIA CHRISTI HOSPITALS WICHITA, INC",67214,SEDGWICK,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,3,3,1,1,2,1
170123,WESLEY MEDICAL CENTER,67214,SEDGWICK,Acute Care Hospitals,Proprietary,1,4,2,3,3,2,3,3,2
170137,LAWRENCE MEMORIAL HOSPITAL,66044,DOUGLAS,Acute Care Hospitals,Government - Local,1,3,1,3,1,3,3,3,3
170142,"VIA CHRISTI HOSPITAL MANHATTAN, INC",66502,RILEY,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,1,2,2,2,3,2
170145,COFFEYVILLE REGIONAL MEDICAL CENTER,67337,MONTGOMERY,Acute Care Hospitals,Government - Local,1,3,2,2,2,1,1,3,2
170146,PROVIDENCE MEDICAL CENTER,66112,WYANDOTTE,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,3,1,1,2,2,2
170176,OVERLAND PARK REG MED CTR,66215,JOHNSON,Acute Care Hospitals,Proprietary,1,4,2,2,2,2,3,3,2
170182,MENORAH MEDICAL CENTER,66209,JOHNSON,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,2,2,3,3,2
170185,SAINT LUKE'S SOUTH HOSPITAL,66213,JOHNSON,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,3,3,3,2,3,2
170191,GREAT BEND REGIONAL HOSPITAL,67530,BARTON,Acute Care Hospitals,Proprietary,1,3,2,2,3,2,1,3,1
170197,KANSAS MEDICAL CENTER LLC,67002,BUTLER,Acute Care Hospitals,Proprietary,1,4,2,3,3,2,2,3,2
170200,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",67235,SEDGWICK,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,1,2,3,1,3,1
180001,ST ELIZABETH FT THOMAS,41075,CAMPBELL,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,2,1,3,2,2
180002,WHITESBURG ARH HOSPITAL,41858,LETCHER,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,1,3,2,3,2
180004,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL,42345,MUHLENBERG,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,1,2,2
180005,HIGHLANDS REGIONAL MEDICAL CENTER,41653,FLOYD,Acute Care Hospitals,Proprietary,1,2,2,2,1,1,2,1,1
180009,KING'S DAUGHTERS' MEDICAL CENTER,41101,BOYD,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,3,3,2,1
180010,SAINT JOSEPH HOSPITAL,40504,FAYETTE,Acute Care Hospitals,Voluntary non-profit - Church,1,2,2,1,2,1,1,1,2
180012,HARDIN MEMORIAL HOSPITAL,42701,HARDIN,Acute Care Hospitals,Government - Local,1,4,2,3,3,2,1,1,2
180013,THE MEDICAL CENTER AT BOWLING GREEN,42101,WARREN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,1,2,1,3
180017,T J SAMSON COMMUNITY HOSPITAL,42141,BARREN,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,3,2,2,1,2,1
180018,ST CLAIRE REGIONAL MEDICAL CENTER,40351,ROWAN,Acute Care Hospitals,Government - Federal,1,2,2,1,1,2,3,3,3
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,41056,MASON,Acute Care Hospitals,Proprietary,1,3,2,2,2,2,1,3,1
180021,PINEVILLE COMMUNITY HOSPITAL,40977,BELL,Acute Care Hospitals,Voluntary non-profit - Other,1,4,3,2,2,2,2,3,2
180024,SPRING VIEW HOSPITAL,40033,MARION,Acute Care Hospitals,Proprietary,1,3,2,2,2,2,2,3,2
180027,MURRAY-CALLOWAY COUNTY HOSPITAL,42071,CALLOWAY,Acute Care Hospitals,Voluntary non-profit - Other,1,3,1,3,1,3,1,2,2
180029,HAZARD ARH REGIONAL MEDICAL CENTER,41701,PERRY,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,3,1,1,2,2,2
180035,ST ELIZABETH MEDICAL CENTER NORTH,41017,KENTON,Acute Care Hospitals,Voluntary non-profit - Church,1,4,3,3,1,2,3,2,3
180036,OUR LADY OF BELLEFONTE HOSPITAL,41101,BOYD,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,1,3,2,2,2
180038,OWENSBORO HEALTH REGIONAL HOSPITAL,42303,DAVIESS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,3,2,2,3,1
180043,MEMORIAL HOSPITAL,40962,CLAY,Acute Care Hospitals,Voluntary non-profit - Church,1,3,3,2,1,2,2,3,2
180044,PIKEVILLE MEDICAL CENTER,41501,PIKE,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,3,3,2,1
180045,ST ELIZABETH FLORENCE,41042,BOONE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,2,3,2,3
180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,40422,BOYLE,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,2,2,2,1
180049,BAPTIST HEALTH RICHMOND,40475,MADISON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,2,2,3,2,2
180050,HARLAN ARH HOSPITAL,40831,HARLAN,Acute Care Hospitals,Voluntary non-profit - Other,1,2,2,3,1,1,3,3,1
180051,JENNIE STUART MEDICAL CENTER,42240,CHRISTIAN,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,2,1,2,2,2,2
180053,FLEMING COUNTY HOSPITAL,41041,FLEMING,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,2,2,2,2,1
180056,METHODIST HOSPITAL,42420,HENDERSON,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,3,3,2,2,3,2
180066,LOGAN MEMORIAL HOSPITAL,42276,LOGAN,Acute Care Hospitals,Proprietary,1,3,2,2,2,2,2,3,2
180067,UNIVERSITY OF KENTUCKY HOSPITAL,40536,FAYETTE,Acute Care Hospitals,Government - State,1,3,2,3,1,2,3,1,3
180069,TUG VALLEY ARH REGIONAL MEDICAL CENTER,41503,PIKE,Acute Care Hospitals,Proprietary,1,3,2,2,1,3,2,2,2
180070,TWIN LAKES REGIONAL MEDICAL CENTER,42754,GRAYSON,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,2,2,2,2,3,2
180078,PAUL B HALL REGIONAL MEDICAL CENTER,41240,JOHNSON,Acute Care Hospitals,Proprietary,1,3,2,2,2,1,2,2,2
180079,HARRISON MEMORIAL HOSPITAL,41031,HARRISON,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,2,2,3,2,3,2
180080,BAPTIST HEALTH CORBIN,40701,KNOX,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,2,2
